MatchID,MatchDate,MatchRound,XCATeam,XCATeamID,Comp,Season,LeagueName
721544714,2023-12-30 18:00:00,11,H,997971,L,86,Germany
721544715,2023-12-30 18:00:00,11,H,1001925,L,86,Germany
721544716,2023-12-30 18:00:00,11,H,999217,L,86,Germany
721544717,2023-12-30 18:00:00,11,H,981764,L,86,Germany
721544718,2024-01-06 18:00:00,12,H,520558,L,86,Germany
721544719,2024-01-06 18:00:00,12,H,132574,L,86,Germany
721544720,2024-01-06 18:00:00,12,H,1158254,L,86,Germany
721544721,2024-01-06 18:00:00,12,H,649555,L,86,Germany
721544722,2024-01-13 18:00:00,13,H,1158254,L,86,Germany
721544723,2024-01-13 18:00:00,13,H,1001925,L,86,Germany
721544724,2024-01-13 18:00:00,13,H,999217,L,86,Germany
721544725,2024-01-13 18:00:00,13,H,981764,L,86,Germany
721544726,2024-01-20 18:00:00,14,H,520558,L,86,Germany
721544727,2024-01-20 18:00:00,14,H,649555,L,86,Germany
721544729,2024-01-20 18:00:00,14,H,997971,L,86,Germany
721544730,2024-01-20 18:00:00,14,H,132574,L,86,Germany
721544772,2023-12-30 18:00:00,11,H,1003046,L,86,Germany
721544780,2024-01-13 18:00:00,13,H,1003046,L,86,Germany
721544826,2023-12-30 18:00:00,11,H,978059,L,86,Germany
721544827,2023-12-30 18:00:00,11,H,1156007,L,86,Germany
721544829,2023-12-30 18:00:00,11,H,1156943,L,86,Germany
721544831,2024-01-06 18:00:00,12,H,983915,L,86,Germany
721544832,2024-01-06 18:00:00,12,H,1138585,L,86,Germany
721544833,2024-01-06 18:00:00,12,H,1135742,L,86,Germany
721544834,2024-01-13 18:00:00,13,H,1138585,L,86,Germany
721544835,2024-01-13 18:00:00,13,H,1156007,L,86,Germany
721544837,2024-01-13 18:00:00,13,H,1156943,L,86,Germany
721544838,2024-01-20 18:00:00,14,H,1135742,L,86,Germany
721544839,2024-01-20 18:00:00,14,H,983915,L,86,Germany
721544840,2024-01-20 18:00:00,14,H,978059,L,86,Germany
721544882,2023-12-30 18:00:00,11,H,1002972,L,86,Germany
721544884,2023-12-30 18:00:00,11,H,1136283,L,86,Germany
721544885,2023-12-30 18:00:00,11,H,1002569,L,86,Germany
721544888,2024-01-06 18:00:00,12,H,1136434,L,86,Germany
721544891,2024-01-13 18:00:00,13,H,1136283,L,86,Germany
721544894,2024-01-13 18:00:00,13,H,1002569,L,86,Germany
721544895,2024-01-20 18:00:00,14,H,1002972,L,86,Germany
721544896,2024-01-20 18:00:00,14,H,1136434,L,86,Germany
721544936,2023-12-30 18:00:00,11,H,1003673,L,86,Germany
721544937,2023-12-30 18:00:00,11,H,335670,L,86,Germany
721544940,2023-12-30 18:00:00,11,H,1152199,L,86,Germany
721544941,2023-12-30 18:00:00,11,H,647745,L,86,Germany
721544945,2024-01-06 18:00:00,12,H,334798,L,86,Germany
721544947,2024-01-13 18:00:00,13,H,1003673,L,86,Germany
721544948,2024-01-13 18:00:00,13,H,647745,L,86,Germany
721544949,2024-01-13 18:00:00,13,H,1152199,L,86,Germany
721544951,2024-01-20 18:00:00,14,H,334798,L,86,Germany
721544953,2024-01-20 18:00:00,14,H,335670,L,86,Germany
721544995,2023-12-30 18:00:00,11,H,821271,L,86,Germany
721545000,2024-01-06 18:00:00,12,H,648218,L,86,Germany
721545018,2024-01-13 18:00:00,13,H,821271,L,86,Germany
721545006,2024-01-20 18:00:00,14,H,648218,L,86,Germany
721545051,2023-12-30 18:00:00,11,H,645994,L,86,Germany
721545052,2023-12-30 18:00:00,11,H,823943,L,86,Germany
721545058,2024-01-13 18:00:00,13,H,823943,L,86,Germany
721545060,2024-01-13 18:00:00,13,H,645994,L,86,Germany
721545165,2023-12-30 18:00:00,11,H,644036,L,86,Germany
721545173,2024-01-13 18:00:00,13,H,644036,L,86,Germany
721545221,2023-12-30 18:00:00,11,H,338958,L,86,Germany
721545229,2024-01-13 18:00:00,13,H,338958,L,86,Germany
721545275,2023-12-30 18:00:00,11,H,1159178,L,86,Germany
721545278,2024-01-06 18:00:00,12,H,997112,L,86,Germany
721545283,2024-01-13 18:00:00,13,H,997112,L,86,Germany
721545284,2024-01-13 18:00:00,13,H,1159178,L,86,Germany
721545331,2023-12-30 18:00:00,11,H,823901,L,86,Germany
721545334,2023-12-30 18:00:00,11,H,525368,L,86,Germany
721545336,2024-01-06 18:00:00,12,H,524474,L,86,Germany
721545337,2024-01-06 18:00:00,12,H,53915,L,86,Germany
721545332,2024-01-06 18:00:00,12,H,1283735,L,86,Germany
721545333,2024-01-06 18:00:00,12,H,822748,L,86,Germany
721545338,2024-01-13 18:00:00,13,H,524474,L,86,Germany
721545339,2024-01-13 18:00:00,13,H,525368,L,86,Germany
721545342,2024-01-20 18:00:00,14,H,53915,L,86,Germany
721545343,2024-01-20 18:00:00,14,H,1283735,L,86,Germany
721545344,2024-01-20 18:00:00,14,H,823901,L,86,Germany
721545345,2024-01-20 18:00:00,14,H,822748,L,86,Germany
721545386,2023-12-30 18:00:00,11,H,984210,L,86,Germany
721545387,2023-12-30 18:00:00,11,H,339872,L,86,Germany
721545391,2024-01-06 18:00:00,12,H,1003571,L,86,Germany
721545393,2024-01-06 18:00:00,12,H,1290704,L,86,Germany
721545395,2024-01-13 18:00:00,13,H,1290704,L,86,Germany
721545396,2024-01-13 18:00:00,13,H,339872,L,86,Germany
721545400,2024-01-20 18:00:00,14,H,984210,L,86,Germany
721545401,2024-01-20 18:00:00,14,H,1003571,L,86,Germany
721545442,2023-12-30 18:00:00,11,H,819843,L,86,Germany
721545446,2023-12-30 18:00:00,11,H,646383,L,86,Germany
721545448,2024-01-06 18:00:00,12,H,523424,L,86,Germany
721545450,2024-01-13 18:00:00,13,H,523424,L,86,Germany
721545453,2024-01-13 18:00:00,13,H,646383,L,86,Germany
721545456,2024-01-20 18:00:00,14,H,819843,L,86,Germany
721545556,2023-12-30 18:00:00,11,H,339489,L,86,Germany
721545559,2024-01-06 18:00:00,12,H,1153389,L,86,Germany
721545563,2024-01-13 18:00:00,13,H,339489,L,86,Germany
721545569,2024-01-20 18:00:00,14,H,1153389,L,86,Germany
721545612,2023-12-30 18:00:00,11,H,646206,L,86,Germany
721545613,2023-12-30 18:00:00,11,H,1142700,L,86,Germany
721545618,2024-01-13 18:00:00,13,H,646206,L,86,Germany
721545621,2024-01-13 18:00:00,13,H,1142700,L,86,Germany
721545669,2023-12-30 18:00:00,11,H,336849,L,86,Germany
721545661,2023-12-30 18:00:00,11,H,648194,L,86,Germany
721545674,2024-01-06 18:00:00,12,H,820764,L,86,Germany
721545670,2024-01-06 18:00:00,12,H,981246,L,86,Germany
721545677,2024-01-13 18:00:00,13,H,336849,L,86,Germany
721545678,2024-01-20 18:00:00,14,H,820764,L,86,Germany
721545680,2024-01-20 18:00:00,14,H,981246,L,86,Germany
721545681,2024-01-20 18:00:00,14,H,648194,L,86,Germany
721545720,2023-12-30 18:00:00,11,H,518788,L,86,Germany
721545730,2024-01-06 18:00:00,12,H,53069,L,86,Germany
721545735,2024-01-20 18:00:00,14,H,53069,L,86,Germany
721545736,2024-01-20 18:00:00,14,H,518788,L,86,Germany
721545778,2023-12-30 18:00:00,11,H,1159953,L,86,Germany
721545779,2023-12-30 18:00:00,11,H,647468,L,86,Germany
721545780,2023-12-30 18:00:00,11,H,1158978,L,86,Germany
721545785,2024-01-06 18:00:00,12,H,976201,L,86,Germany
721545787,2024-01-13 18:00:00,13,H,647468,L,86,Germany
721545789,2024-01-13 18:00:00,13,H,1158978,L,86,Germany
721545790,2024-01-20 18:00:00,14,H,976201,L,86,Germany
721545791,2024-01-20 18:00:00,14,H,1159953,L,86,Germany
721545837,2023-12-30 18:00:00,11,H,1159944,L,86,Germany
721545838,2024-01-06 18:00:00,12,H,824528,L,86,Germany
721545845,2024-01-13 18:00:00,13,H,1159944,L,86,Germany
721545847,2024-01-20 18:00:00,14,H,824528,L,86,Germany
721545896,2024-01-06 18:00:00,12,H,650164,L,86,Germany
721545898,2024-01-13 18:00:00,13,H,650164,L,86,Germany
721546230,2024-01-06 18:00:00,12,H,518891,L,86,Germany
721546239,2024-01-20 18:00:00,14,H,518891,L,86,Germany
721546451,2023-12-30 18:00:00,11,H,649523,L,86,Germany
721546460,2024-01-13 18:00:00,13,H,649523,L,86,Germany
721546508,2023-12-30 18:00:00,11,H,1154160,L,86,Germany
721546510,2024-01-06 18:00:00,12,H,335897,L,86,Germany
721546516,2024-01-13 18:00:00,13,H,1154160,L,86,Germany
721546519,2024-01-20 18:00:00,14,H,335897,L,86,Germany
721546563,2023-12-30 18:00:00,11,H,333027,L,86,Germany
721546572,2024-01-13 18:00:00,13,H,333027,L,86,Germany
721546618,2023-12-30 18:00:00,11,H,1197768,L,86,Germany
721546632,2024-01-20 18:00:00,14,H,1197768,L,86,Germany
721546677,2023-12-30 18:00:00,11,H,823874,L,86,Germany
721546685,2024-01-13 18:00:00,13,H,823874,L,86,Germany
721546733,2023-12-30 18:00:00,11,H,128191,L,86,Germany
721546736,2024-01-06 18:00:00,12,H,52667,L,86,Germany
721546740,2024-01-13 18:00:00,13,H,128191,L,86,Germany
721546745,2024-01-20 18:00:00,14,H,52667,L,86,Germany
721546904,2024-01-06 18:00:00,12,H,978872,L,86,Germany
721546907,2024-01-13 18:00:00,13,H,978872,L,86,Germany
721547071,2024-01-06 18:00:00,12,H,520993,L,86,Germany
721547072,2024-01-06 18:00:00,12,H,335916,L,86,Germany
721547081,2024-01-20 18:00:00,14,H,520993,L,86,Germany
721547077,2024-01-20 18:00:00,14,H,335916,L,86,Germany
721547180,2023-12-30 18:00:00,11,H,332132,L,86,Germany
721547187,2024-01-13 18:00:00,13,H,332132,L,86,Germany
721547236,2023-12-30 18:00:00,11,H,518691,L,86,Germany
721547243,2024-01-13 18:00:00,13,H,518691,L,86,Germany
721547294,2023-12-30 18:00:00,11,H,1158825,L,86,Germany
721547302,2024-01-13 18:00:00,13,H,1158825,L,86,Germany
721547351,2024-01-06 18:00:00,12,H,976981,L,86,Germany
721547353,2024-01-06 18:00:00,12,H,649922,L,86,Germany
721547352,2024-01-13 18:00:00,13,H,976981,L,86,Germany
721547362,2024-01-20 18:00:00,14,H,649922,L,86,Germany
721547458,2023-12-30 18:00:00,11,H,1247553,L,86,Germany
721547459,2023-12-30 18:00:00,11,H,1002055,L,86,Germany
721547463,2024-01-06 18:00:00,12,H,645814,L,86,Germany
721547467,2024-01-13 18:00:00,13,H,1247553,L,86,Germany
721547469,2024-01-13 18:00:00,13,H,1002055,L,86,Germany
721547474,2024-01-20 18:00:00,14,H,645814,L,86,Germany
721547514,2023-12-30 18:00:00,11,H,130366,L,86,Germany
721547516,2023-12-30 18:00:00,11,H,1200401,L,86,Germany
721547517,2023-12-30 18:00:00,11,H,131663,L,86,Germany
721547523,2024-01-13 18:00:00,13,H,1200401,L,86,Germany
721547525,2024-01-13 18:00:00,13,H,131663,L,86,Germany
721547528,2024-01-20 18:00:00,14,H,130366,L,86,Germany
721547573,2023-12-30 18:00:00,11,H,650305,L,86,Germany
721547576,2024-01-06 18:00:00,12,H,647676,L,86,Germany
721547577,2024-01-06 18:00:00,12,H,339180,L,86,Germany
721547579,2024-01-13 18:00:00,13,H,647676,L,86,Germany
721547583,2024-01-13 18:00:00,13,H,650305,L,86,Germany
721547581,2024-01-20 18:00:00,14,H,339180,L,86,Germany
721547686,2024-01-06 18:00:00,12,H,126254,L,86,Germany
721547700,2024-01-20 18:00:00,14,H,126254,L,86,Germany
721548024,2024-01-06 18:00:00,12,H,821106,L,86,Germany
721548030,2024-01-20 18:00:00,14,H,821106,L,86,Germany
721548079,2024-01-06 18:00:00,12,H,1136638,L,86,Germany
721548089,2024-01-20 18:00:00,14,H,1136638,L,86,Germany
721548130,2023-12-30 18:00:00,11,H,1156530,L,86,Germany
721548144,2024-01-20 18:00:00,14,H,1156530,L,86,Germany
721548245,2023-12-30 18:00:00,11,H,1002336,L,86,Germany
721548252,2024-01-13 18:00:00,13,H,1002336,L,86,Germany
721548355,2023-12-30 18:00:00,11,H,1289087,L,86,Germany
721548353,2023-12-30 18:00:00,11,H,1154964,L,86,Germany
721548364,2024-01-13 18:00:00,13,H,1289087,L,86,Germany
721548368,2024-01-20 18:00:00,14,H,1154964,L,86,Germany
721548415,2024-01-06 18:00:00,12,H,1001268,L,86,Germany
721548425,2024-01-20 18:00:00,14,H,1001268,L,86,Germany
721548524,2023-12-30 18:00:00,11,H,339851,L,86,Germany
721548530,2024-01-13 18:00:00,13,H,339851,L,86,Germany
721548585,2024-01-06 18:00:00,12,H,1156791,L,86,Germany
721548584,2024-01-13 18:00:00,13,H,1156791,L,86,Germany
721548750,2024-01-06 18:00:00,12,H,1192793,L,86,Germany
721548760,2024-01-20 18:00:00,14,H,1192793,L,86,Germany
721548860,2023-12-30 18:00:00,11,H,520544,L,86,Germany
721548867,2024-01-13 18:00:00,13,H,520544,L,86,Germany
721548916,2023-12-30 18:00:00,11,H,127411,L,86,Germany
721548917,2023-12-30 18:00:00,11,H,338802,L,86,Germany
721548918,2024-01-06 18:00:00,12,H,1139732,L,86,Germany
721548923,2024-01-13 18:00:00,13,H,127411,L,86,Germany
721548924,2024-01-13 18:00:00,13,H,338802,L,86,Germany
721548928,2024-01-20 18:00:00,14,H,1139732,L,86,Germany
721549027,2023-12-30 18:00:00,11,H,1157021,L,86,Germany
721549029,2023-12-30 18:00:00,11,H,1158888,L,86,Germany
721549032,2024-01-06 18:00:00,12,H,1138757,L,86,Germany
721549035,2024-01-13 18:00:00,13,H,1158888,L,86,Germany
721549037,2024-01-13 18:00:00,13,H,1157021,L,86,Germany
721549038,2024-01-20 18:00:00,14,H,1138757,L,86,Germany
721549085,2023-12-30 18:00:00,11,H,339272,L,86,Germany
721549094,2024-01-13 18:00:00,13,H,339272,L,86,Germany
721549142,2023-12-30 18:00:00,11,H,1249578,L,86,Germany
721549144,2024-01-06 18:00:00,12,H,7353,L,86,Germany
721549149,2024-01-13 18:00:00,13,H,1249578,L,86,Germany
721549153,2024-01-20 18:00:00,14,H,7353,L,86,Germany
721549195,2023-12-30 18:00:00,11,H,825532,L,86,Germany
721549204,2024-01-13 18:00:00,13,H,825532,L,86,Germany
721549255,2024-01-06 18:00:00,12,H,337804,L,86,Germany
721549256,2024-01-06 18:00:00,12,H,1137640,L,86,Germany
721549258,2024-01-13 18:00:00,13,H,1137640,L,86,Germany
721549265,2024-01-20 18:00:00,14,H,337804,L,86,Germany
721549362,2023-12-30 18:00:00,11,H,650971,L,86,Germany
721549377,2024-01-20 18:00:00,14,H,650971,L,86,Germany
721549419,2023-12-30 18:00:00,11,H,335438,L,86,Germany
721549432,2024-01-20 18:00:00,14,H,335438,L,86,Germany
722219572,2023-12-30 21:00:00,11,H,960734,L,86,France
722219573,2023-12-30 21:00:00,11,H,9059,L,86,France
722219574,2023-12-30 21:00:00,11,H,295448,L,86,France
722219575,2023-12-30 21:00:00,11,H,294762,L,86,France
722219576,2024-01-06 21:00:00,12,H,293422,L,86,France
722219577,2024-01-06 21:00:00,12,H,1758139,L,86,France
722219578,2024-01-06 21:00:00,12,H,1761666,L,86,France
722219579,2024-01-06 21:00:00,12,H,1761165,L,86,France
722219580,2024-01-13 21:00:00,13,H,1761666,L,86,France
722219581,2024-01-13 21:00:00,13,H,295448,L,86,France
722219582,2024-01-13 21:00:00,13,H,9059,L,86,France
722219583,2024-01-13 21:00:00,13,H,294762,L,86,France
722219584,2024-01-20 21:00:00,14,H,1761165,L,86,France
722219585,2024-01-20 21:00:00,14,H,293422,L,86,France
722219586,2024-01-20 21:00:00,14,H,960734,L,86,France
722219587,2024-01-20 21:00:00,14,H,1758139,L,86,France
722219629,2023-12-30 21:00:00,11,H,177131,L,86,France
722219630,2023-12-30 21:00:00,11,H,1763473,L,86,France
722219634,2024-01-06 21:00:00,12,H,963806,L,86,France
722219635,2024-01-06 21:00:00,12,H,960317,L,86,France
722219631,2024-01-06 21:00:00,12,H,1752841,L,86,France
722219636,2024-01-13 21:00:00,13,H,963806,L,86,France
722219637,2024-01-13 21:00:00,13,H,1763473,L,86,France
722219638,2024-01-13 21:00:00,13,H,177131,L,86,France
722219640,2024-01-20 21:00:00,14,H,960317,L,86,France
722219642,2024-01-20 21:00:00,14,H,1752841,L,86,France
722219687,2023-12-30 21:00:00,11,H,1160610,L,86,France
722219688,2024-01-06 21:00:00,12,H,297541,L,86,France
722219690,2024-01-06 21:00:00,12,H,966946,L,86,France
722219691,2024-01-06 21:00:00,12,H,960209,L,86,France
722219692,2024-01-13 21:00:00,13,H,960209,L,86,France
722219695,2024-01-13 21:00:00,13,H,1160610,L,86,France
722219696,2024-01-20 21:00:00,14,H,966946,L,86,France
722219698,2024-01-20 21:00:00,14,H,297541,L,86,France
722219740,2023-12-30 21:00:00,11,H,963346,L,86,France
722219742,2023-12-30 21:00:00,11,H,1750213,L,86,France
722219743,2023-12-30 21:00:00,11,H,1164222,L,86,France
722219744,2024-01-06 21:00:00,12,H,295840,L,86,France
722219745,2024-01-06 21:00:00,12,H,1164545,L,86,France
722219746,2024-01-06 21:00:00,12,H,588647,L,86,France
722219748,2024-01-13 21:00:00,13,H,1750213,L,86,France
722219751,2024-01-13 21:00:00,13,H,1164222,L,86,France
722219752,2024-01-20 21:00:00,14,H,588647,L,86,France
722219753,2024-01-20 21:00:00,14,H,963346,L,86,France
722219754,2024-01-20 21:00:00,14,H,295840,L,86,France
722219755,2024-01-20 21:00:00,14,H,1164545,L,86,France
722219798,2023-12-30 21:00:00,11,H,960339,L,86,France
722219799,2023-12-30 21:00:00,11,H,590550,L,86,France
722219802,2024-01-06 21:00:00,12,H,1164404,L,86,France
722219804,2024-01-13 21:00:00,13,H,1164404,L,86,France
722219805,2024-01-13 21:00:00,13,H,960339,L,86,France
722219806,2024-01-13 21:00:00,13,H,590550,L,86,France
722219911,2023-12-30 21:00:00,11,H,961871,L,86,France
722219920,2024-01-13 21:00:00,13,H,961871,L,86,France
722219967,2023-12-30 21:00:00,11,H,1755206,L,86,France
722219975,2024-01-13 21:00:00,13,H,1755206,L,86,France
722220022,2023-12-30 21:00:00,11,H,1750498,L,86,France
722220023,2023-12-30 21:00:00,11,H,291415,L,86,France
722220026,2024-01-06 21:00:00,12,H,591648,L,86,France
722220028,2024-01-13 21:00:00,13,H,1750498,L,86,France
722220031,2024-01-13 21:00:00,13,H,291415,L,86,France
722220042,2024-01-20 21:00:00,14,H,591648,L,86,France
722220082,2024-01-06 21:00:00,12,H,962410,L,86,France
722220083,2024-01-06 21:00:00,12,H,177528,L,86,France
722220084,2024-01-13 21:00:00,13,H,962410,L,86,France
722220088,2024-01-20 21:00:00,14,H,177528,L,86,France
722220190,2023-12-30 21:00:00,11,H,177273,L,86,France
722220197,2024-01-13 21:00:00,13,H,177273,L,86,France
722220251,2024-01-06 21:00:00,12,H,1759361,L,86,France
722220256,2024-01-20 21:00:00,14,H,1759361,L,86,France
722220301,2023-12-30 21:00:00,11,H,1765937,L,86,France
722220302,2023-12-30 21:00:00,11,H,1166481,L,86,France
722220303,2023-12-30 21:00:00,11,H,1764477,L,86,France
722220308,2024-01-13 21:00:00,13,H,1166481,L,86,France
722220309,2024-01-13 21:00:00,13,H,1765937,L,86,France
722220310,2024-01-13 21:00:00,13,H,1764477,L,86,France
722220475,2023-12-30 21:00:00,11,H,1166305,L,86,France
722220474,2024-01-13 21:00:00,13,H,1166305,L,86,France
722220524,2023-12-30 21:00:00,11,H,1162158,L,86,France
722220538,2024-01-20 21:00:00,14,H,1162158,L,86,France
722220639,2023-12-30 21:00:00,11,H,589719,L,86,France
722220645,2024-01-13 21:00:00,13,H,589719,L,86,France
722220693,2023-12-30 21:00:00,11,H,1751855,L,86,France
722220698,2024-01-13 21:00:00,13,H,1751855,L,86,France
720799512,2023-12-30 12:00:00,11,H,1725879,L,86,Italy
720799513,2023-12-30 12:00:00,11,H,724874,L,86,Italy
720799509,2023-12-30 12:00:00,11,H,1171241,L,86,Italy
720799514,2024-01-06 12:00:00,12,H,1933741,L,86,Italy
720799515,2024-01-06 12:00:00,12,H,1171015,L,86,Italy
720799516,2024-01-06 12:00:00,12,H,1043287,L,86,Italy
720799517,2024-01-06 12:00:00,12,H,51560,L,86,Italy
720799518,2024-01-13 12:00:00,13,H,1043287,L,86,Italy
720799519,2024-01-13 12:00:00,13,H,1725879,L,86,Italy
720799521,2024-01-13 12:00:00,13,H,724874,L,86,Italy
720799522,2024-01-20 12:00:00,14,H,51560,L,86,Italy
720799523,2024-01-20 12:00:00,14,H,1933741,L,86,Italy
720799524,2024-01-20 12:00:00,14,H,1171241,L,86,Italy
720799525,2024-01-20 12:00:00,14,H,1171015,L,86,Italy
720799566,2023-12-30 12:00:00,11,H,1731312,L,86,Italy
720799567,2023-12-30 12:00:00,11,H,1728309,L,86,Italy
720799571,2024-01-06 12:00:00,12,H,1914877,L,86,Italy
720799573,2024-01-06 12:00:00,12,H,1688298,L,86,Italy
720799576,2024-01-13 12:00:00,13,H,1728309,L,86,Italy
720799578,2024-01-20 12:00:00,14,H,1688298,L,86,Italy
720799580,2024-01-20 12:00:00,14,H,1731312,L,86,Italy
720799582,2024-01-20 12:00:00,14,H,1914877,L,86,Italy
720799626,2024-01-06 12:00:00,12,H,1521705,L,86,Italy
720799627,2024-01-06 12:00:00,12,H,728806,L,86,Italy
720799635,2024-01-20 12:00:00,14,H,1521705,L,86,Italy
720799638,2024-01-20 12:00:00,14,H,728806,L,86,Italy
720799678,2023-12-30 12:00:00,11,H,1528023,L,86,Italy
720799686,2024-01-06 12:00:00,12,H,1914340,L,86,Italy
720799682,2024-01-06 12:00:00,12,H,1527958,L,86,Italy
720799688,2024-01-13 12:00:00,13,H,1528023,L,86,Italy
720799690,2024-01-20 12:00:00,14,H,1914340,L,86,Italy
720799693,2024-01-20 12:00:00,14,H,1527958,L,86,Italy
720799734,2023-12-30 12:00:00,11,H,1736151,L,86,Italy
720799737,2023-12-30 12:00:00,11,H,1523885,L,86,Italy
720799739,2024-01-06 12:00:00,12,H,551844,L,86,Italy
720799740,2024-01-06 12:00:00,12,H,1922671,L,86,Italy
720799742,2024-01-13 12:00:00,13,H,1922671,L,86,Italy
720799745,2024-01-13 12:00:00,13,H,1523885,L,86,Italy
720799748,2024-01-20 12:00:00,14,H,1736151,L,86,Italy
720799749,2024-01-20 12:00:00,14,H,551844,L,86,Italy
720799793,2023-12-30 12:00:00,11,H,1915638,L,86,Italy
720799797,2024-01-06 12:00:00,12,H,238007,L,86,Italy
720799801,2024-01-13 12:00:00,13,H,1915638,L,86,Italy
720799802,2024-01-20 12:00:00,14,H,238007,L,86,Italy
720799904,2023-12-30 12:00:00,11,H,1722672,L,86,Italy
720799905,2023-12-30 12:00:00,11,H,1172539,L,86,Italy
720799911,2024-01-13 12:00:00,13,H,1722672,L,86,Italy
720799914,2024-01-13 12:00:00,13,H,1172539,L,86,Italy
720799961,2023-12-30 12:00:00,11,H,1733866,L,86,Italy
720799969,2024-01-13 12:00:00,13,H,1733866,L,86,Italy
720800015,2023-12-30 12:00:00,11,H,546481,L,86,Italy
720800020,2024-01-06 12:00:00,12,H,1692392,L,86,Italy
720800022,2024-01-13 12:00:00,13,H,1692392,L,86,Italy
720800024,2024-01-13 12:00:00,13,H,546481,L,86,Italy
720800073,2023-12-30 12:00:00,11,H,1168949,L,86,Italy
720800074,2024-01-06 12:00:00,12,H,1042406,L,86,Italy
720800081,2024-01-13 12:00:00,13,H,1168949,L,86,Italy
720800084,2024-01-20 12:00:00,14,H,1042406,L,86,Italy
720800128,2023-12-30 12:00:00,11,H,1525635,L,86,Italy
720800132,2024-01-06 12:00:00,12,H,551337,L,86,Italy
720800149,2024-01-06 12:00:00,12,H,726053,L,86,Italy
720800134,2024-01-13 12:00:00,13,H,1525635,L,86,Italy
720800137,2024-01-20 12:00:00,14,H,551337,L,86,Italy
720800140,2024-01-20 12:00:00,14,H,726053,L,86,Italy
720800238,2023-12-30 12:00:00,11,H,1916585,L,86,Italy
720800239,2023-12-30 12:00:00,11,H,857772,L,86,Italy
720800240,2023-12-30 12:00:00,11,H,1915653,L,86,Italy
720800252,2023-12-30 12:00:00,11,H,1690414,L,86,Italy
720800241,2024-01-06 12:00:00,12,H,1931478,L,86,Italy
720800244,2024-01-06 12:00:00,12,H,546134,L,86,Italy
720800246,2024-01-13 12:00:00,13,H,857772,L,86,Italy
720800247,2024-01-13 12:00:00,13,H,1690414,L,86,Italy
720800248,2024-01-13 12:00:00,13,H,1915653,L,86,Italy
720800249,2024-01-20 12:00:00,14,H,546134,L,86,Italy
720800251,2024-01-20 12:00:00,14,H,1916585,L,86,Italy
720800253,2024-01-20 12:00:00,14,H,1931478,L,86,Italy
720800298,2024-01-06 12:00:00,12,H,1039323,L,86,Italy
720800301,2024-01-06 12:00:00,12,H,547236,L,86,Italy
720800306,2024-01-20 12:00:00,14,H,547236,L,86,Italy
720800307,2024-01-20 12:00:00,14,H,1039323,L,86,Italy
720800349,2023-12-30 12:00:00,11,H,50917,L,86,Italy
720800359,2024-01-13 12:00:00,13,H,50917,L,86,Italy
720800407,2023-12-30 12:00:00,11,H,236147,L,86,Italy
720800417,2024-01-13 12:00:00,13,H,236147,L,86,Italy
720800462,2023-12-30 12:00:00,11,H,1725694,L,86,Italy
720800464,2023-12-30 12:00:00,11,H,1726524,L,86,Italy
720800469,2024-01-06 12:00:00,12,H,545357,L,86,Italy
720800471,2024-01-13 12:00:00,13,H,1725694,L,86,Italy
720800474,2024-01-20 12:00:00,14,H,545357,L,86,Italy
720800477,2024-01-20 12:00:00,14,H,1726524,L,86,Italy
720800519,2023-12-30 12:00:00,11,H,1042831,L,86,Italy
720800526,2024-01-13 12:00:00,13,H,1042831,L,86,Italy
720800575,2023-12-30 12:00:00,11,H,1528015,L,86,Italy
720800584,2024-01-13 12:00:00,13,H,1528015,L,86,Italy
720800631,2023-12-30 12:00:00,11,H,1520817,L,86,Italy
720800635,2024-01-06 12:00:00,12,H,1689784,L,86,Italy
720800639,2024-01-13 12:00:00,13,H,1520817,L,86,Italy
720800645,2024-01-20 12:00:00,14,H,1689784,L,86,Italy
721410983,2023-12-30 16:00:00,11,H,20174,L,86,Norway
721410984,2023-12-30 16:00:00,11,H,162860,L,86,Norway
721410985,2023-12-30 16:00:00,11,H,64839,L,86,Norway
721410986,2023-12-30 16:00:00,11,H,161977,L,86,Norway
721410987,2024-01-06 16:00:00,12,H,166197,L,86,Norway
721410988,2024-01-06 16:00:00,12,H,163758,L,86,Norway
721410989,2024-01-06 16:00:00,12,H,163828,L,86,Norway
721410991,2024-01-13 16:00:00,13,H,163828,L,86,Norway
721410992,2024-01-13 16:00:00,13,H,64839,L,86,Norway
721410993,2024-01-13 16:00:00,13,H,162860,L,86,Norway
721410994,2024-01-13 16:00:00,13,H,161977,L,86,Norway
721410996,2024-01-20 16:00:00,14,H,166197,L,86,Norway
721410997,2024-01-20 16:00:00,14,H,20174,L,86,Norway
721410998,2024-01-20 16:00:00,14,H,163758,L,86,Norway
721411042,2023-12-30 16:00:00,11,H,1073559,L,86,Norway
721411043,2024-01-06 16:00:00,12,H,161382,L,86,Norway
721411046,2024-01-06 16:00:00,12,H,164153,L,86,Norway
721411050,2024-01-13 16:00:00,13,H,1073559,L,86,Norway
721411051,2024-01-20 16:00:00,14,H,164153,L,86,Norway
721411052,2024-01-20 16:00:00,14,H,161382,L,86,Norway
721411095,2023-12-30 16:00:00,11,H,1070831,L,86,Norway
721411096,2023-12-30 16:00:00,11,H,1073844,L,86,Norway
721411097,2023-12-30 16:00:00,11,H,164737,L,86,Norway
721411100,2024-01-06 16:00:00,12,H,164641,L,86,Norway
721411101,2024-01-06 16:00:00,12,H,64616,L,86,Norway
